"","text","subject_label","subject_predicted","structure_label","structure_predicted"
"377","Instead of thinking that three replicates were too small, think about the procedure of isolating the chloroplast. Maybe there weren’t enough chloroplast in the samples because they weren’t isolated properly. You mentioned about it in later sentences. Three replicates is a standard sample size so I wouldn’t say that it is too small.",4,4,4,4
"378","This should be included in the results section",3,3,4,3
"379","What control?",3,3,4,2
"380","This is not a valid citation for your experiment. That information in your Intro is completely irrelevant. Find another citation to explain the results.",3,4,4,3
"381","Indicate how absorbance decrease relates to photosynthesis activity. Does it increase or decrease photosynthesis?",3,4,4,4
"382","There’s a big jump here from talking about betta-betta interactions to betta-tetra interactions, and you don’t give the reader any background information as to why this is important or why we would expect bettas to react differently to other fish as opposed to other bettas. This information is key to putting your hypothesis into context – why do you expect to see less aggression in interspecific vs. intra?",4,4,5,5
"383","Exact amount (mL) and concentration of the chemical?",3,3,2,2
"384","Also, and reasoning needs to be done in your discussion and not your results. You can state observations, but wait to reason with them until the discussion.",1,1,4,4
"385","Which journal is this from?",3,3,2,2
"386","Alpha?",3,3,2,2
"387","Very solid introduction. I would have liked for you to specifically mention photosynthetic effects of light limitation, but very good as a whole.",2,4,4,4
"388","iWorx",3,3,2,2
"389","These are not resultsDescribe the trendsReference figuresSupport the observations with the statistical results.",3,3,4,4
"390","I don’t think this is very important, certainly not as important as a deeper interpretation of your results. So you found that shelter decreases aggression, and now what does that mean for the fish, their fitness, and natural/artificial selection?",4,4,5,5
"391","Number your figures in the order to which you refer to them.",3,3,2,2
"392","This is still more than necessary to mention when talking about standard deviations but it’s okay this time",3,3,3,4
"393","How are you defining authentic/unauthentic?",3,3,4,2
"394","Need to show these data with just 2 bars. With the overall means instead of the means of each pot",3,3,4,4
"395","What were the data that you ran the test on – points for a single fish, or for the entire interaction (both fish)?A paired test is more appropriate for your data, because you tested the same fish in both situations.",3,3,4,4
"396","What do you think is happening biologically to cause this?",4,4,4,4
"397","There are a lot of good things in this report, but you didn’t make half the edits I suggested and still failed a basic criteria and had several technical flaws. If you are having trouble viewing my suggested edits, please let me know!",1,1,3,3
"398","Make it clear that your leg was suspended from the force transducer (this is how you measured twitches)",3,3,4,4
"399","Need to talk less about sources of error, and more about biological mechanisms",4,4,3,3
"400","This is not the same hypothesis you reported in the intro",4,2,4,3
"401","Where is your reference to Figure 1?",3,3,2,2
"402","remove (Statistics details)",3,3,2,2
"403","This actually means your results are not significant",3,3,2,2
"404","At room temperature",3,3,4,2
"405","This is good but needs the appropriate error bars (the s.d. for the exp. and control will probably not be the same value. You will calculate the s.d.’s and then input them in as “custom” error bars).Also figures don’t need titles.",3,3,4,4
"406","It would be better to show the results, even when they’re not significant",3,3,4,4
"407","Citation?",3,3,4,2
"408","Capitalize P",2,2,2,2
"409","Corbin. Then cite at the end of the statement. Error in in-text citation.",3,3,2,2
"410","Word choice",2,2,2,2
"411","This should only have the first author",3,3,2,2
"412","Don’t end on a citation from another study. Include one or more sentences about why this research is important from your own perspective.",4,2,4,4
"413","This should say “Figure 1:  Average change in …”",3,3,2,2
"414","What percentage and how much?",3,3,2,2
"415","Hypothesis in the Abstract",2,2,4,2
"416","Are you sure about this?",4,3,5,2
"417","This is contradictory! When was longer before or after the drug application? It cannot be longer in both",3,3,4,2
"418","These lines require (custom) standard deviation error bars.",3,3,4,4
"419","But your values are reported in centimeters",3,3,2,2
"420","Put this at the end of the methods.",3,2,4,2
"421","Use your introduction to explain the biology of your experiment and treatment. Save descriptions of specific behaviors for the methods section.",2,2,4,4
"422","this is probably unnecessary (rationale in introduction)",4,2,2,4
"423","Your regression analysis is fine. Use the regression template on Sakai. The p value is the probability that the line is flat. If p &gt; 0.05, then that means the line is not horizontal, which means that there is an effect of size",3,3,4,4
"424","could be",2,3,2,2
"425","You might want to move this earlier in the abstract (think about organizing your abstract like a condensed version of your paper).",2,2,4,4
"426","Make sure you mention error bars",3,3,2,2
"427","treatment",3,3,2,2
"428","Title should VERY briefly state the main takeaway of your experiment",2,2,4,4
"429","Section lacks citation. Also, Visit the link on the last page of this document for necessary improvement",3,3,3,3
"430","Should be 0.1 ml of 1 mM tubocurarine",3,3,2,2
"431","This one should be backed up with your data result",4,3,3,3
"432","I think here explaining what a phosphodiesterase is/does would be helpful.",2,2,4,4
"433","Spectrometer",3,3,2,2
"434","I would make the title say “Effect of *chemical* on *muscle* *species*”",2,2,4,2
"435","as long as you state your full statistical results in your results section, you do not need this figure",3,3,4,4
"436","Consider this possibility: What if your enriched chloroplasts did not actually have high chloroplasts in them? Recall that you didn’t examine through the microscope to measure the relative density of chloroplasts in your samples. You picked B pellet because it “should” have enriched chloroplasts given you isolated the chloroplasts properly. You could add it in your discussion as well.",4,4,5,5
"437","Wouldn’t the threshold then be higher? Which would support your hypothesis?",4,4,4,4
"438","How so? In which processes are light energy involved? Be specific.",3,2,4,4
